JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2445969.3549,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3556,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3563,7.3,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3576,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3590,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3611,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3618,7.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3625,6.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3639,6.8,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3646,6.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3653,6.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3667,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3674,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3681,7.4,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3688,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3694,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3715,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3736,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3750,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3771,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3785,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3799,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3819,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3840,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3861,8.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3875,8.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3889,8.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3917,8.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3944,8.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3965,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3972,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3986,7.8,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.3993,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4007,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4021,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4035,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4049,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4063,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4076,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4090,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4104,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4125,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4134,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4153,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4160,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4174,7.4,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4181,7.3,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4201,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4215,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4229,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4250,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4271,7.3,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4285,7.4,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4300,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4313,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4333,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4361,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4382,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4403,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4431,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4451,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4472,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4486,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4528,8.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4549,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4569,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4597,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4625,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4653,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4674,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4688,7.4,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4694,7.3,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4701,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4715,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4736,7.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4757,6.8,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4764,6.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4770,6.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4778,6.8,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4785,7.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4792,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4800,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4813,7.3,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4819,7.4,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4833,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4854,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4889,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4917,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4944,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4958,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.4979,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5007,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5042,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5063,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5097,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5125,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5139,7.8,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5181,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5205,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5208,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5243,7.3,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5257,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5264,7.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5278,6.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5292,6.8,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5299,6.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5306,6.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5319,6.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5326,7.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5333,7.1,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5340,7.2,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5354,7.3,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5375,7.4,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5389,7.4,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5438,7.5,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5493,7.6,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5535,7.7,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5583,7.9,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2445969.5639,8.0,,,Vis.,HEN,K,,,,,,,V,,,,SX PHE,AFOEV,STD,,,,
2446359.3090,7.2,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3111,7.1,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3132,7.3,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3153,7.3,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3167,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3181,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3201,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3222,7.2,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3243,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3257,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3271,6.5,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3278,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3312,6.5,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3333,6.5,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3347,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3368,6.7,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3382,6.7,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3403,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3417,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3438,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3451,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446359.3479,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3201,6.5,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3222,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3243,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3250,6.8,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3278,6.7,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3299,6.8,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3319,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3361,7.1,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3382,7.1,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3403,7.1,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3417,7.2,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3472,7.1,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3493,7.1,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3521,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3542,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3562,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3583,7.0,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3597,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3632,6.9,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3667,6.8,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3681,6.7,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3688,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3701,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3729,6.5,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3750,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3757,6.6,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3778,6.7,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3799,6.8,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2446360.3806,6.8,,,Vis.,VOL,,NA,,NA,,,,Z,,,,SX PHE,,STD,,,,
2451432.6333,7.4,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451432.6417,7.5,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451432.6486,7.4,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451432.6556,7.2,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451432.6625,6.7,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451432.6694,7.0,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451432.6778,7.3,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451432.6833,7.4,,,Vis.,SBN,,,,,,,,V,,,,SX PHE,,STD,,,,
2451811.5118,7.3,,,Vis.,SBN,,71,75,SKYCIII,923002117,,,V,,,,SX PHE,,STD,,,,
2451811.5229,7.3,,,Vis.,SBN,,71,75,SKYCIII,923002133,,,V,,,,SX PHE,,STD,,,,
2451811.5278,7.4,,,Vis.,SBN,,71,75,SKYCIII,923002140,,,V,,,,SX PHE,,STD,,,,
2451811.5347,7.2,,,Vis.,SBN,,71,75,SKYCIII,923002150,,,V,,,,SX PHE,,STD,,,,
2451811.5417,7.1,,,Vis.,SBN,,68,71,SKYCIII,923002200,,,V,,,,SX PHE,,STD,,,,
2451811.5486,7.1,,,Vis.,SBN,,71,75,SKYCIII,923002210,,,V,,,,SX PHE,,STD,,,,
2451811.5556,7.2,,,Vis.,SBN,,71,75,SKYCIII,923002220,,,V,,,,SX PHE,,STD,,,,
2451811.5625,7.3,,,Vis.,SBN,,71,75,SKYCIII,923002230,,,V,,,,SX PHE,,STD,,,,
2451827.9938,7.5,,,Vis.,AAP,T,71,79,,,,,V,,,,SX PHE,,STD,,,,
2451840.4542,7.3,,,Vis.,SBN,,71,74,LIADA,022001954,,,V,,,,SX PHE,,STD,,,,
2451840.4653,7.5,,,Vis.,SBN,,74,76,LIADA,022002010,,,V,,,,SX PHE,,STD,,,,
2451840.4743,7.6,,,Vis.,SBN,,74,76,LIADA,022002023,,,V,,,,SX PHE,,STD,,,,
2451840.4861,7.6,,,Vis.,SBN,,74,76,LIADA,022002040,,,V,,,,SX PHE,,STD,,,,
2451840.4938,7.7,,,Vis.,SBN,,76,,LIADA,022002051,,,V,,,,SX PHE,,STD,,,,
2451840.5007,7.5,,,Vis.,SBN,,74,76,LIADA,022002101,,,V,,,,SX PHE,,STD,,,,
2451840.5083,7.3,,,Vis.,SBN,,71,74,LIADA,022002112,,,V,,,,SX PHE,,STD,,,,
2451840.5188,7.3,,,Vis.,SBN,,71,74,LIADA,022002127,,,V,,,,SX PHE,,STD,,,,
2452629.5285,7.3,,,Vis.,CFI,,721,743,OSE2002,,,,V,,,,SX PHE,,STD,,,,
2452629.5569,7.5,,,Vis.,CFI,,743,755,OSE2002,,,,V,,,,SX PHE,,STD,,,,
2452917.959,7.3,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452918.925,7.5,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452919.9382,7.6,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452919.9417,7.5,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452919.95,7.4,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452926.9451,7.0,,,Vis.,AAP,T,66,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452927.9229,6.7,,,Vis.,AAP,T,65,66,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452927.9382,6.8,,,Vis.,AAP,T,65,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452927.9438,6.9,,,Vis.,AAP,T,65,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452928.9125,6.9,,,Vis.,AAP,T,65,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452928.9299,7.2,,,Vis.,AAP,T,72,75,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452928.9347,7.0,,,Vis.,AAP,T,65,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452928.9403,7.0,,,Vis.,AAP,T,65,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452929.9167,7.2,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452929.9292,7.3,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452929.9417,7.5,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452930.8563,7.3,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452930.8944,7.0,,,Vis.,AAP,T,65,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452930.9104,7.0,,,Vis.,AAP,T,65,72,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452930.9153,7.2,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452930.9181,7.3,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452931.8771,7.5,,,Vis.,AAP,T,75,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452931.9042,7.5,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452931.9167,7.3,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452931.9236,7.3,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452932.8674,7.2,,,Vis.,AAP,T,72,75,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452932.8819,7.2,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2452932.8979,7.3,,,Vis.,AAP,T,72,77,FARRELL1,,,,V,,,,SX PHE,,STD,,,,
2453596.92986,7.5,,,Vis.,MHC,K,7.46,7.55,Custom,"""Binocs, SkyMap, Tycho2""",0,,Z,,,,SX PHE,,STD,,,,
2453617.69514,7.65,,,Vis.,MHC,K,7.74,7.55,Custom,"""Binocs, Custom Chart, SkyMap, Tycho2""",0,,Z,,,,SX PHE,,STD,,,,
2453679.5340,7.3,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453679.5410,7.4,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453679.5521,7.3,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453679.5590,7.1,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453679.5722,6.9,,,Vis.,SBN,,68,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453679.5778,7.2,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453679.5826,7.3,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453679.5958,7.3,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4208,7.2,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4285,7.1,,,Vis.,SBN,,71,73,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4354,6.9,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4431,7.0,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4493,7.1,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4556,7.2,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4632,7.3,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4708,7.3,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453681.4778,7.2,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453682.4243,6.9,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453682.4333,7.1,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453682.4472,7.3,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453682.4576,7.3,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453682.4681,7.4,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453682.4757,7.1,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453682.4826,6.8,,,Vis.,SBN,,67,69,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453683.4236,7.1,,,Vis.,SBN,,67,69,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
2453683.4306,7.2,,,Vis.,SBN,,69,71,SKYCIII,,,,Z,,,,SX PHE,,STD,,,,
